job_id,job_title,company_name,required_skills,location,salary,job_type,experience_level,remote,job_description,requirements
KG-100302,Data Scientist,Siemens,"Project Management, Java, SQL, Git","Berlin, Germany",233.34 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in Project Management, Java, SQL, Git. SkyEdu KG offers a Full-time position located in Bishkek.","Project Management, Java, SQL, Git"
KG-100337,Full Stack Developer,Sony,"React, Linux, JavaScript","Sydney, Australia",167.99 USD/month,Part-time,Mid-level,No,"This role requires strong skills in React, Linux, JavaScript. GreenBuild offers a Part-time position located in Kant.","React, Linux, JavaScript"
KG-100451,Frontend Developer,Oracle,"Linux, Python, NumPy, Power BI","London, UK",2817.21 USD/month,Full-time,Junior,No,"This role requires strong skills in Linux, Python, NumPy, Power BI. Batken Transport offers a Full-time position located in Naryn.","Linux, Python, NumPy, Power BI"
KG-100323,Mobile App Developer,Deloitte,"Power BI, Python, Django","London, UK",444.79 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Power BI, Python, Django. CloudKyrgyz offers a Full-time position located in Naryn.","Power BI, Python, Django"
KG-100311,Data Analyst,Cisco,"SQL, Power BI, Docker, Excel, Customer Service",Singapore,421.81 USD/month,Full-time,Mid-level,No,"This role requires strong skills in SQL, Power BI, Docker, Excel, Customer Service. Naryn Energy offers a Full-time position located in Talas.","SQL, Power BI, Docker, Excel, Customer Service"
KG-100050,Cloud Engineer,Sony,"C#, Power BI, Python, Kubernetes","London, UK",,Temporary,Senior,Yes,"This role requires strong skills in C#, Power BI, Python, Kubernetes. AitikSoft offers a Temporary position located in Batken.","C#, Power BI, Python, Kubernetes"
KG-100345,Network Administrator,Apple,"Java, JavaScript, Excel","London, UK",506.81 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, JavaScript, Excel. Naryn Energy offers a Full-time position located in Kant.","Java, JavaScript, Excel"
KG-100026,Cloud Engineer,Microsoft,"Teaching, Communication, React, Marketing","Sydney, Australia",,Full-time,Mid-level,No,"This role requires strong skills in Teaching, Communication, React, Marketing. Nomad Retail offers a Full-time position located in Karakol.","Teaching, Communication, React, Marketing"
KG-100443,Full Stack Developer,Meta,"Teaching, Marketing, Excel, C#, Kubernetes","London, UK",207.03 USD/month,Full-time,,No,"This role requires strong skills in Teaching, Marketing, Excel, C#, Kubernetes. EduFuture offers a Full-time position located in Bishkek.","Teaching, Marketing, Excel, C#, Kubernetes"
KG-100221,Data Scientist,Amazon,"Python, Accounting, Marketing","Amsterdam, Netherlands",140.09 USD/month,Full-time,Junior,No,"This role requires strong skills in Python, Accounting, Marketing. Nomad Retail offers a Full-time position located in Bishkek.","Python, Accounting, Marketing"
KG-100484,Systems Engineer,Deloitte,"Python, Linux, Sales, Excel","New York, USA",8004.57 USD/month,Full-time,Senior,No,"This role requires strong skills in Python, Linux, Sales, Excel. GreenBuild offers a Full-time position located in Kant.","Python, Linux, Sales, Excel"
KG-100541,DevOps Engineer,IBM,"Communication, Sales, Tableau","Sydney, Australia",2107.54 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Communication, Sales, Tableau. Batken Transport offers a Part-time position located in Kara-Balta.","Communication, Sales, Tableau"
KG-100043,Frontend Developer,SAP,"Project Management, Teaching, Flask","Toronto, Canada",504.57 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Project Management, Teaching, Flask. Naryn Energy offers a Full-time position located in Osh.","Project Management, Teaching, Flask"
KG-100417,Automation Tester,Amazon,"AWS, Accounting","Berlin, Germany",148.55 USD/month,Full-time,Junior,No,"This role requires strong skills in AWS, Accounting. Nomad Retail offers a Full-time position located in Osh.","AWS, Accounting"
KG-100262,AI Engineer,Amazon,"Docker, Tableau, Python","Berlin, Germany",69.62 USD/month,Full-time,,No,"This role requires strong skills in Docker, Tableau, Python. Naryn Energy offers a Full-time position located in Batken.","Docker, Tableau, Python"
KG-100409,Cybersecurity Specialist,Amazon,"Marketing, Flask, Java","Berlin, Germany",4484.91 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Marketing, Flask, Java. Central Hospital offers a Full-time position located in Osh.","Marketing, Flask, Java"
KG-100278,Product Manager (Tech),Accenture,"Docker, Flask, React","Berlin, Germany",480.88 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Flask, React. Central Hospital offers a Full-time position located in Karakol.","Docker, Flask, React"
KG-100570,Cybersecurity Specialist,Meta,"Django, Docker","London, UK",153.53 USD/month,Part-time,,Yes,"This role requires strong skills in Django, Docker. CloudKyrgyz offers a Part-time position located in Kant.","Django, Docker"
KG-100382,AI Engineer,Cisco,"Construction, Sales, Linux, NumPy, Marketing","Dubai, UAE",540.65 USD/month,Contract,Mid-level,No,"This role requires strong skills in Construction, Sales, Linux, NumPy, Marketing. AitikSoft offers a Contract position located in Jalal-Abad.","Construction, Sales, Linux, NumPy, Marketing"
KG-100412,Mobile App Developer,Siemens,"Azure, Kubernetes, Project Management","Berlin, Germany",155.91 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Azure, Kubernetes, Project Management. KyrgyzTrade offers a Full-time position located in Jalal-Abad.","Azure, Kubernetes, Project Management"
KG-100155,Mobile App Developer,Google,"Kubernetes, React, Linux","Tokyo, Japan",203.2 USD/month,Internship,Mid-level,No,"This role requires strong skills in Kubernetes, React, Linux. GreenBuild offers a Internship position located in Kant.","Kubernetes, React, Linux"
KG-100127,Cloud Engineer,Oracle,"Kubernetes, Power BI, Docker, Construction","Dubai, UAE",416.66 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, Power BI, Docker, Construction. AitikSoft offers a Full-time position located in Naryn.","Kubernetes, Power BI, Docker, Construction"
KG-100310,Product Manager (Tech),Microsoft,"Construction, Docker, Communication","Sydney, Australia",388.36 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Docker, Communication. Sunrise Marketing offers a Full-time position located in Kant.","Construction, Docker, Communication"
KG-100520,Backend Developer,Accenture,"Django, Docker, Kubernetes","Sydney, Australia",197.35 USD/month,Internship,Mid-level,No,"This role requires strong skills in Django, Docker, Kubernetes. EduFuture offers a Internship position located in Bishkek.","Django, Docker, Kubernetes"
KG-100446,QA Engineer,Sony,"NumPy, SQL, Customer Service",Singapore,469.25 USD/month,Full-time,Mid-level,No,"This role requires strong skills in NumPy, SQL, Customer Service. BishTech offers a Full-time position located in Tokmok.","NumPy, SQL, Customer Service"
KG-100175,Automation Tester,Siemens,"Azure, Django, C#","Toronto, Canada",151.7 USD/month,Full-time,Junior,Yes,"This role requires strong skills in Azure, Django, C#. Batken Transport offers a Full-time position located in Tokmok.","Azure, Django, C#"
KG-100032,Full Stack Developer,Meta,"Pandas, Sales, Kubernetes","Dubai, UAE",,Full-time,Mid-level,No,"This role requires strong skills in Pandas, Sales, Kubernetes. AitikSoft offers a Full-time position located in Kant.","Pandas, Sales, Kubernetes"
KG-100114,Data Scientist,IBM,"Communication, Marketing, Sales, Teaching","Berlin, Germany",412.36 USD/month,Internship,Mid-level,No,"This role requires strong skills in Communication, Marketing, Sales, Teaching. GlobalDev KG offers a Internship position located in Talas.","Communication, Marketing, Sales, Teaching"
KG-100024,Full Stack Developer,IBM,"Communication, Marketing, Django, Azure, Kubernetes","Dubai, UAE",,Full-time,Mid-level,No,"This role requires strong skills in Communication, Marketing, Django, Azure, Kubernetes. CloudKyrgyz offers a Full-time position located in Talas.","Communication, Marketing, Django, Azure, Kubernetes"
KG-100174,QA Engineer,Oracle,"Communication, AWS, Java",Singapore,242.2 USD/month,Full-time,Junior,No,"This role requires strong skills in Communication, AWS, Java. DataMinds KG offers a Full-time position located in Kant.","Communication, AWS, Java"
KG-100558,Automation Tester,Accenture,"React, Construction","London, UK",174.57 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, Construction. ITBridge offers a Full-time position located in Jalal-Abad.","React, Construction"
KG-100067,AI Engineer,Cisco,"Tableau, AWS, Python, React","Paris, France",514.54 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Tableau, AWS, Python, React. Alatoo Bank offers a Full-time position located in Bishkek.","Tableau, AWS, Python, React"
KG-100058,DevOps Engineer,Cisco,"NumPy, Flask, Docker, Tableau","New York, USA",172.22 USD/month,Full-time,,No,"This role requires strong skills in NumPy, Flask, Docker, Tableau. Batken Transport offers a Full-time position located in Karakol.","NumPy, Flask, Docker, Tableau"
KG-100322,QA Engineer,Apple,"Marketing, Linux, Teaching","Sydney, Australia",,Full-time,Mid-level,No,"This role requires strong skills in Marketing, Linux, Teaching. SkyEdu KG offers a Full-time position located in Karakol.","Marketing, Linux, Teaching"
KG-100223,Network Administrator,Deloitte,"Docker, Construction, Flask","Tokyo, Japan",,Full-time,Mid-level,No,"This role requires strong skills in Docker, Construction, Flask. Talas Agro offers a Full-time position located in Bishkek.","Docker, Construction, Flask"
KG-100018,Database Administrator,Siemens,"Marketing, NumPy, JavaScript","Paris, France",6681.12 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Marketing, NumPy, JavaScript. CloudKyrgyz offers a Full-time position located in Bishkek.","Marketing, NumPy, JavaScript"
KG-100300,Full Stack Developer,Accenture,"Flask, Django, Marketing, Azure, JavaScript","Toronto, Canada",3027.61 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Flask, Django, Marketing, Azure, JavaScript. HR Solutions KG offers a Full-time position located in Jalal-Abad.","Flask, Django, Marketing, Azure, JavaScript"
KG-100256,Automation Tester,Amazon,"Java, Django, Python",Singapore,286.17 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, Django, Python. Osh Logistics offers a Full-time position located in Naryn.","Java, Django, Python"
KG-100306,Full Stack Developer,Apple,"Accounting, Excel, JavaScript","Paris, France",3399.22 USD/month,Full-time,Senior,Yes,"This role requires strong skills in Accounting, Excel, JavaScript. DataMinds KG offers a Full-time position located in Karakol.","Accounting, Excel, JavaScript"
KG-100574,UI/UX Designer,Microsoft,"C#, React, JavaScript, Marketing","Amsterdam, Netherlands",1755.36 USD/month,Internship,Mid-level,No,"This role requires strong skills in C#, React, JavaScript, Marketing. GreenBuild offers a Internship position located in Kara-Balta.","C#, React, JavaScript, Marketing"
KG-100191,Machine Learning Engineer,SAP,"React, Kubernetes, Linux","Dubai, UAE",497.74 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, Kubernetes, Linux. BishTech offers a Full-time position located in Kant.","React, Kubernetes, Linux"
KG-100319,AI Engineer,Sony,"Excel, Pandas, Linux, Communication, Accounting","New York, USA",709.66 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Excel, Pandas, Linux, Communication, Accounting. BishTech offers a Full-time position located in Osh.","Excel, Pandas, Linux, Communication, Accounting"
KG-100528,DevOps Engineer,Siemens,"Sales, Accounting, Kubernetes","Amsterdam, Netherlands",143.19 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, Accounting, Kubernetes. KyrgyzTrade offers a Full-time position located in Batken.","Sales, Accounting, Kubernetes"
KG-100272,Product Manager (Tech),Apple,"JavaScript, React, Sales",Singapore,385.87 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in JavaScript, React, Sales. Osh Logistics offers a Full-time position located in Kant.","JavaScript, React, Sales"
KG-100095,Automation Tester,Amazon,"Docker, AWS, React, Linux","London, UK",859.83 USD/month,Full-time,Senior,No,"This role requires strong skills in Docker, AWS, React, Linux. Sunrise Marketing offers a Full-time position located in Kant.","Docker, AWS, React, Linux"
KG-100181,Automation Tester,Amazon,"Flask, JavaScript, Django, Construction","Sydney, Australia",382.94 USD/month,Full-time,Junior,Yes,"This role requires strong skills in Flask, JavaScript, Django, Construction. KyrgyzTrade offers a Full-time position located in Bishkek.","Flask, JavaScript, Django, Construction"
KG-100332,DevOps Engineer,SAP,"Power BI, Git, Docker, Tableau","Amsterdam, Netherlands",561.29 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Power BI, Git, Docker, Tableau. GlobalDev KG offers a Full-time position located in Talas.","Power BI, Git, Docker, Tableau"
KG-100329,DevOps Engineer,Sony,"Accounting, Project Management, Tableau","Berlin, Germany",333.75 USD/month,Full-time,Junior,No,"This role requires strong skills in Accounting, Project Management, Tableau. GreenBuild offers a Full-time position located in Bishkek.","Accounting, Project Management, Tableau"
KG-100312,Cybersecurity Specialist,Deloitte,"Pandas, Communication, Excel","Berlin, Germany",,Part-time,Mid-level,Yes,"This role requires strong skills in Pandas, Communication, Excel. CloudKyrgyz offers a Part-time position located in Jalal-Abad.","Pandas, Communication, Excel"
KG-100006,DevOps Engineer,Accenture,"Power BI, Java, Communication, Tableau","Amsterdam, Netherlands",255.39 USD/month,Full-time,Junior,No,"This role requires strong skills in Power BI, Java, Communication, Tableau. Alatoo Bank offers a Full-time position located in Naryn.","Power BI, Java, Communication, Tableau"
KG-100046,Data Analyst,Microsoft,"Accounting, Docker, Java","Berlin, Germany",120.65 USD/month,Full-time,Junior,No,"This role requires strong skills in Accounting, Docker, Java. Batken Transport offers a Full-time position located in Kara-Balta.","Accounting, Docker, Java"
KG-100399,QA Engineer,Capgemini,"AWS, Docker, NumPy, Kubernetes",Singapore,347.81 USD/month,Full-time,Junior,No,"This role requires strong skills in AWS, Docker, NumPy, Kubernetes. Central Hospital offers a Full-time position located in Batken.","AWS, Docker, NumPy, Kubernetes"
KG-100577,Data Analyst,Capgemini,"Linux, Java, Customer Service","Berlin, Germany",529.91 USD/month,Internship,Senior,Yes,"This role requires strong skills in Linux, Java, Customer Service. Osh Logistics offers a Internship position located in Jalal-Abad.","Linux, Java, Customer Service"
KG-100469,Cybersecurity Specialist,Accenture,"Accounting, Pandas, Teaching, JavaScript","London, UK",,Part-time,Mid-level,No,"This role requires strong skills in Accounting, Pandas, Teaching, JavaScript. BishTech offers a Part-time position located in Bishkek.","Accounting, Pandas, Teaching, JavaScript"
KG-100017,QA Engineer,Accenture,"Pandas, Power BI, Django, Excel, Java","Tokyo, Japan",,Full-time,,No,"This role requires strong skills in Pandas, Power BI, Django, Excel, Java. Nomad Retail offers a Full-time position located in Batken.","Pandas, Power BI, Django, Excel, Java"
KG-100049,IT Support Specialist,Amazon,"Kubernetes, SQL, Django","Tokyo, Japan",180.71 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Kubernetes, SQL, Django. CloudKyrgyz offers a Full-time position located in Bishkek.","Kubernetes, SQL, Django"
KG-100580,Systems Engineer,SAP,"AWS, Project Management","Amsterdam, Netherlands",178.66 USD/month,Full-time,Mid-level,No,"This role requires strong skills in AWS, Project Management. Sunrise Marketing offers a Full-time position located in Karakol.","AWS, Project Management"
KG-100488,Frontend Developer,Accenture,"Docker, C#, Django, Flask, Marketing","Amsterdam, Netherlands",109.43 USD/month,Full-time,Junior,No,"This role requires strong skills in Docker, C#, Django, Flask, Marketing. AitikSoft offers a Full-time position located in Jalal-Abad.","Docker, C#, Django, Flask, Marketing"
KG-100004,Systems Engineer,Meta,"Construction, Azure, React",Singapore,439.87 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Construction, Azure, React. Naryn Energy offers a Full-time position located in Osh.","Construction, Azure, React"
KG-100487,Cybersecurity Specialist,Google,"Power BI, Docker, Django","Berlin, Germany",154.81 USD/month,Full-time,Junior,No,"This role requires strong skills in Power BI, Docker, Django. GreenBuild offers a Full-time position located in Kant.","Power BI, Docker, Django"
KG-100439,AI Engineer,Cisco,"Git, Construction, Customer Service","Toronto, Canada",,Full-time,,No,"This role requires strong skills in Git, Construction, Customer Service. KyrgyzTrade offers a Full-time position located in Bishkek.","Git, Construction, Customer Service"
KG-100363,Mobile App Developer,Microsoft,"Docker, Azure, JavaScript","Dubai, UAE",279.94 USD/month,Temporary,,No,"This role requires strong skills in Docker, Azure, JavaScript. Alatoo Bank offers a Temporary position located in Karakol.","Docker, Azure, JavaScript"
KG-100434,AI Engineer,Apple,"Tableau, Communication, Project Management","Amsterdam, Netherlands",4852.81 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in Tableau, Communication, Project Management. Batken Transport offers a Full-time position located in Bishkek.","Tableau, Communication, Project Management"
KG-100303,Machine Learning Engineer,Amazon,"AWS, Linux, Project Management, Power BI","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in AWS, Linux, Project Management, Power BI. Naryn Energy offers a Full-time position located in Kant.","AWS, Linux, Project Management, Power BI"
KG-100226,Network Administrator,Microsoft,"JavaScript, Construction","New York, USA",110.52 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, Construction. Central Hospital offers a Full-time position located in Osh.","JavaScript, Construction"
KG-100027,Product Manager (Tech),IBM,"Git, Kubernetes, Sales, Tableau","New York, USA",496.62 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Git, Kubernetes, Sales, Tableau. Naryn Energy offers a Full-time position located in Kara-Balta.","Git, Kubernetes, Sales, Tableau"
KG-100425,Full Stack Developer,Siemens,"Flask, Customer Service, Docker",Singapore,,Contract,Junior,No,"This role requires strong skills in Flask, Customer Service, Docker. HR Solutions KG offers a Contract position located in Kant.","Flask, Customer Service, Docker"
KG-100264,AI Engineer,Microsoft,"Power BI, Python, Accounting",Singapore,196.89 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Power BI, Python, Accounting. Naryn Energy offers a Full-time position located in Tokmok.","Power BI, Python, Accounting"
KG-100051,UI/UX Designer,Deloitte,"Linux, Flask, Git","Amsterdam, Netherlands",190.0 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Linux, Flask, Git. CloudKyrgyz offers a Full-time position located in Naryn.","Linux, Flask, Git"
KG-100230,Full Stack Developer,Intel,"React, Excel, Power BI","Sydney, Australia",59.24 USD/month,Part-time,,No,"This role requires strong skills in React, Excel, Power BI. Central Hospital offers a Part-time position located in Jalal-Abad.","React, Excel, Power BI"
KG-100038,Frontend Developer,Sony,"Django, Azure","Amsterdam, Netherlands",890.4 USD/month,Full-time,Senior,No,"This role requires strong skills in Django, Azure. AitikSoft offers a Full-time position located in Kara-Balta.","Django, Azure"
KG-100158,Frontend Developer,Apple,"Construction, Sales",Singapore,110.83 USD/month,Full-time,,No,"This role requires strong skills in Construction, Sales. DataMinds KG offers a Full-time position located in Karakol.","Construction, Sales"
KG-100238,Backend Developer,Apple,"Customer Service, Power BI","Toronto, Canada",157.82 USD/month,Full-time,Junior,No,"This role requires strong skills in Customer Service, Power BI. GlobalDev KG offers a Full-time position located in Talas.","Customer Service, Power BI"
KG-100575,UI/UX Designer,Google,"Teaching, JavaScript, AWS","Paris, France",323.81 USD/month,Full-time,,No,"This role requires strong skills in Teaching, JavaScript, AWS. HR Solutions KG offers a Full-time position located in Talas.","Teaching, JavaScript, AWS"
KG-100176,Product Manager (Tech),Intel,"Python, AWS, Customer Service, Marketing","New York, USA",472.76 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Python, AWS, Customer Service, Marketing. Naryn Energy offers a Full-time position located in Talas.","Python, AWS, Customer Service, Marketing"
KG-100515,IT Support Specialist,Meta,"Sales, Construction","Berlin, Germany",112.07 USD/month,Internship,Mid-level,No,"This role requires strong skills in Sales, Construction. CloudKyrgyz offers a Internship position located in Kant.","Sales, Construction"
KG-100358,Network Administrator,Meta,"Tableau, SQL, JavaScript","Tokyo, Japan",,Part-time,Mid-level,No,"This role requires strong skills in Tableau, SQL, JavaScript. SkyEdu KG offers a Part-time position located in Tokmok.","Tableau, SQL, JavaScript"
KG-100195,Database Administrator,Cisco,"Docker, Azure, React","Toronto, Canada",247.4 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Azure, React. Osh Logistics offers a Full-time position located in Talas.","Docker, Azure, React"
KG-100504,Automation Tester,Sony,"Docker, React, Linux, Git, Kubernetes","Dubai, UAE",208.4 USD/month,Full-time,Junior,No,"This role requires strong skills in Docker, React, Linux, Git, Kubernetes. Talas Agro offers a Full-time position located in Kara-Balta.","Docker, React, Linux, Git, Kubernetes"
KG-100579,Network Administrator,Accenture,"Docker, Git","Tokyo, Japan",177.94 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Git. SkyEdu KG offers a Full-time position located in Batken.","Docker, Git"
KG-100512,Data Analyst,Cisco,"Pandas, AWS",Singapore,,Full-time,Junior,No,"This role requires strong skills in Pandas, AWS. Osh Logistics offers a Full-time position located in Naryn.","Pandas, AWS"
KG-100068,DevOps Engineer,IBM,"Python, SQL, Linux","Berlin, Germany",489.18 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Python, SQL, Linux. BishTech offers a Full-time position located in Talas.","Python, SQL, Linux"
KG-100320,Frontend Developer,Siemens,"Teaching, React, Project Management","Amsterdam, Netherlands",262.15 USD/month,Full-time,Senior,No,"This role requires strong skills in Teaching, React, Project Management. ITBridge offers a Full-time position located in Talas.","Teaching, React, Project Management"
KG-100169,DevOps Engineer,SAP,"Django, SQL","Dubai, UAE",1371.7 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, SQL. Osh Logistics offers a Full-time position located in Bishkek.","Django, SQL"
KG-100368,Mobile App Developer,Google,"Customer Service, Java, Accounting","Berlin, Germany",417.83 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Customer Service, Java, Accounting. GreenBuild offers a Part-time position located in Tokmok.","Customer Service, Java, Accounting"
KG-100163,DevOps Engineer,Deloitte,"Git, Python","London, UK",711.94 USD/month,Contract,,No,"This role requires strong skills in Git, Python. AitikSoft offers a Contract position located in Osh.","Git, Python"
KG-100194,Automation Tester,Meta,"Sales, Project Management, Linux, Django","Sydney, Australia",,Full-time,Junior,Yes,"This role requires strong skills in Sales, Project Management, Linux, Django. AitikSoft offers a Full-time position located in Kant.","Sales, Project Management, Linux, Django"
KG-100153,Cloud Engineer,Capgemini,"Pandas, Tableau, NumPy, Teaching","Toronto, Canada",336.85 USD/month,Full-time,Senior,No,"This role requires strong skills in Pandas, Tableau, NumPy, Teaching. SilkRoad Foods offers a Full-time position located in Naryn.","Pandas, Tableau, NumPy, Teaching"
KG-100502,Data Analyst,Oracle,"React, Git, Sales","London, UK",,Contract,Senior,No,"This role requires strong skills in React, Git, Sales. Naryn Energy offers a Contract position located in Batken.","React, Git, Sales"
KG-100347,Data Scientist,Meta,"Python, Kubernetes, NumPy, Excel","London, UK",,Full-time,Mid-level,No,"This role requires strong skills in Python, Kubernetes, NumPy, Excel. DataMinds KG offers a Full-time position located in Bishkek.","Python, Kubernetes, NumPy, Excel"
KG-100486,Software Engineer,Oracle,"Docker, Customer Service, Accounting","New York, USA",413.04 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Customer Service, Accounting. GlobalDev KG offers a Full-time position located in Karakol.","Docker, Customer Service, Accounting"
KG-100334,UI/UX Designer,Siemens,"Django, Construction","London, UK",,Full-time,Mid-level,No,"This role requires strong skills in Django, Construction. GlobalDev KG offers a Full-time position located in Kara-Balta.","Django, Construction"
KG-100104,DevOps Engineer,Intel,"Pandas, SQL, Sales, Customer Service","Amsterdam, Netherlands",467.98 USD/month,Full-time,Junior,No,"This role requires strong skills in Pandas, SQL, Sales, Customer Service. GlobalDev KG offers a Full-time position located in Batken.","Pandas, SQL, Sales, Customer Service"
KG-100391,Product Manager (Tech),Intel,"Marketing, NumPy","Amsterdam, Netherlands",178.75 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Marketing, NumPy. ITBridge offers a Full-time position located in Tokmok.","Marketing, NumPy"
KG-100075,QA Engineer,Cisco,"Azure, Kubernetes, NumPy","Amsterdam, Netherlands",278.34 USD/month,Full-time,Junior,No,"This role requires strong skills in Azure, Kubernetes, NumPy. Sunrise Marketing offers a Full-time position located in Naryn.","Azure, Kubernetes, NumPy"
KG-100423,UI/UX Designer,Oracle,"Marketing, NumPy, Docker","Sydney, Australia",833.16 USD/month,Part-time,Junior,No,"This role requires strong skills in Marketing, NumPy, Docker. KyrgyzTrade offers a Part-time position located in Tokmok.","Marketing, NumPy, Docker"
KG-100578,Data Analyst,IBM,"AWS, Azure, Pandas, Marketing","New York, USA",700.73 USD/month,Full-time,Mid-level,No,"This role requires strong skills in AWS, Azure, Pandas, Marketing. Alatoo Bank offers a Full-time position located in Kara-Balta.","AWS, Azure, Pandas, Marketing"
KG-100120,UI/UX Designer,Amazon,"AWS, Teaching","Dubai, UAE",385.72 USD/month,Full-time,Senior,No,"This role requires strong skills in AWS, Teaching. Nomad Retail offers a Full-time position located in Naryn.","AWS, Teaching"
KG-100397,Data Scientist,Amazon,"Git, SQL, React, Power BI","Tokyo, Japan",190.83 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Git, SQL, React, Power BI. KyrgyzTrade offers a Full-time position located in Kant.","Git, SQL, React, Power BI"
KG-100410,Mobile App Developer,Google,"Accounting, Azure, Teaching","Berlin, Germany",223.28 USD/month,Contract,Mid-level,No,"This role requires strong skills in Accounting, Azure, Teaching. Talas Agro offers a Contract position located in Talas.","Accounting, Azure, Teaching"
KG-100482,Cloud Engineer,Google,"Flask, Java",Singapore,115.45 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Flask, Java. GlobalDev KG offers a Full-time position located in Naryn.","Flask, Java"
KG-100208,Automation Tester,Oracle,"Communication, Java, Teaching","Dubai, UAE",3641.74 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Communication, Java, Teaching. DataMinds KG offers a Full-time position located in Jalal-Abad.","Communication, Java, Teaching"
KG-100335,Data Scientist,Google,"C#, Tableau, Teaching, Marketing","Sydney, Australia",1452.7 USD/month,Full-time,Junior,Yes,"This role requires strong skills in C#, Tableau, Teaching, Marketing. Nomad Retail offers a Full-time position located in Karakol.","C#, Tableau, Teaching, Marketing"
KG-100353,Frontend Developer,Oracle,"Construction, Git, Customer Service","Tokyo, Japan",543.22 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Git, Customer Service. Central Hospital offers a Full-time position located in Talas.","Construction, Git, Customer Service"
KG-100342,Backend Developer,SAP,"React, Tableau, SQL",Singapore,151.84 USD/month,Full-time,Junior,No,"This role requires strong skills in React, Tableau, SQL. EduFuture offers a Full-time position located in Naryn.","React, Tableau, SQL"
KG-100405,AI Engineer,Apple,"React, Java, Marketing","Toronto, Canada",383.38 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, Java, Marketing. SilkRoad Foods offers a Full-time position located in Kant.","React, Java, Marketing"
KG-100009,Systems Engineer,Amazon,"Pandas, Communication, Linux, Construction","London, UK",,Part-time,Junior,No,"This role requires strong skills in Pandas, Communication, Linux, Construction. Batken Transport offers a Part-time position located in Karakol.","Pandas, Communication, Linux, Construction"
KG-100378,Automation Tester,Capgemini,"Marketing, Pandas, Excel, Docker","New York, USA",168.94 USD/month,Full-time,Junior,Yes,"This role requires strong skills in Marketing, Pandas, Excel, Docker. SilkRoad Foods offers a Full-time position located in Bishkek.","Marketing, Pandas, Excel, Docker"
KG-100037,QA Engineer,Microsoft,"Construction, Communication, Tableau","Dubai, UAE",3488.6 USD/month,Internship,Senior,No,"This role requires strong skills in Construction, Communication, Tableau. HR Solutions KG offers a Internship position located in Talas.","Construction, Communication, Tableau"
KG-100140,Backend Developer,Sony,"Tableau, Construction, Docker","Tokyo, Japan",518.84 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Tableau, Construction, Docker. GreenBuild offers a Part-time position located in Osh.","Tableau, Construction, Docker"
KG-100254,Machine Learning Engineer,Capgemini,"Kubernetes, Construction, JavaScript","New York, USA",729.71 USD/month,Full-time,Senior,No,"This role requires strong skills in Kubernetes, Construction, JavaScript. SilkRoad Foods offers a Full-time position located in Talas.","Kubernetes, Construction, JavaScript"
KG-100304,Software Engineer,Amazon,"Marketing, Azure",Singapore,750.84 USD/month,Full-time,Senior,No,"This role requires strong skills in Marketing, Azure. ITBridge offers a Full-time position located in Kant.","Marketing, Azure"
